,location,BHK,total_sqft,bath,price
2015,Ambedkar Nagar,3,1850.0,4.0,139.0
2016,Chikka Tirupathi,3,3297.0,3.0,135.0
2017,others,2,1187.0,2.0,45.0
2018,Doddaballapur,3,3000.0,2.0,120.0
2019,Thanisandra,1,693.0,1.0,34.3
2020,KR Puram,2,1021.0,2.0,48.0
2021,Thigalarapalya,2,1165.0,2.0,95.0
2022,Horamavu Agara,3,1756.0,3.0,92.0
2023,Bharathi Nagar,3,1739.0,3.0,105.0
2024,Varthur,2,1280.0,2.0,65.0
2025,Marathahalli,2,1215.0,2.0,58.86
2026,Munnekollal,2,950.0,2.0,46.5
2027,Kengeri,3,1082.0,2.0,49.0
2028,Devanahalli,2,1080.0,2.0,53.35
2029,Arekere,2,1100.0,2.0,55.0
2030,Ardendale,4,3200.0,4.0,205.0
2031,Sarjapur  Road,2,1311.0,2.0,78.0
2032,Raja Rajeshwari Nagar,3,1608.0,3.0,67.98
2033,Begur Road,2,1160.0,2.0,36.0
2034,Whitefield,2,1170.0,2.0,71.0
2035,Kengeri,2,1155.0,2.0,40.6
2036,Rayasandra,2,1065.0,2.0,44.95
2037,Neeladri Nagar,1,674.0,1.0,21.0
2038,Ambedkar Nagar,3,1936.0,4.0,126.0
2039,others,2,1100.0,2.0,38.45
2040,Ramagondanahalli,3,2257.0,4.0,157.0
2041,Nagarbhavi,2,1055.0,2.0,55.0
2042,Raja Rajeshwari Nagar,3,1530.0,3.0,51.87
2043,others,3,1700.0,3.0,97.0
2044,Raja Rajeshwari Nagar,3,1575.0,2.0,78.0
2045,Rajiv Nagar,2,1263.0,2.0,93.32
2046,KR Puram,3,1559.0,3.0,69.315
2047,Kengeri Satellite Town,2,1043.0,2.0,65.0
2048,Hennur,2,1255.0,2.0,53.5
2049,JP Nagar,2,1352.5,2.0,93.865
2050,Yelahanka,3,1550.0,3.0,120.0
2051,others,3,1360.0,3.0,55.0
2052,others,2,1100.0,2.0,75.0
2053,8th Phase JP Nagar,3,1455.0,3.0,73.31
2054,KR Puram,2,1035.0,2.0,40.5
2055,Harlur,2,1152.0,2.0,69.0
2056,Bellandur,2,1299.0,2.0,82.0
2057,Rachenahalli,2,1050.0,2.0,52.5
2058,Pai Layout,2,1050.0,2.0,40.0
2059,Vittasandra,2,1246.0,2.0,67.4
2060,others,3,1929.0,3.0,115.0
2061,Hennur,2,1285.0,2.0,60.0
2062,Margondanahalli,3,1200.0,2.0,65.0
2063,others,4,3161.0,4.0,214.0
2064,Sompura,3,1025.0,2.0,37.0
2065,Malleshwaram,2,1124.0,3.0,80.0
2066,Balagere,2,1012.0,2.0,54.59
2067,8th Phase JP Nagar,2,871.0,2.0,55.0
2068,others,2,1020.0,2.0,40.0
2069,Rachenahalli,3,1550.0,3.0,73.5
2070,Akshaya Nagar,3,1410.0,2.0,80.0
2071,Chikka Tirupathi,4,3500.0,5.0,150.0
2072,Whitefield,2,1118.0,2.0,75.0
2073,Thanisandra,2,1098.0,2.0,68.0
2074,Kanakapura,2,1130.0,2.0,45.2
2075,Sarjapur  Road,2,1145.0,2.0,75.0
2076,others,2,1051.0,2.0,33.0
2077,Marathahalli,2,1102.0,2.0,53.67
2078,Hebbal,2,823.0,2.0,50.63
2079,Abbigere,2,880.0,2.0,35.0
2080,Budigere,3,1991.0,4.0,100.0
2081,TC Palaya,3,1100.0,3.0,50.0
2082,Gubbalala,3,1745.0,3.0,115.0
2083,others,2,1100.0,2.0,70.0
2084,5th Phase JP Nagar,2,1450.0,2.0,58.0
2085,Singasandra,4,3366.0,4.0,120.0
2086,Sahakara Nagar,2,1150.0,2.0,54.0
2087,Bommanahalli,2,1090.0,3.0,44.0
2088,Kaggadasapura,2,1132.0,2.0,42.0
2089,Hulimavu,2,1375.0,2.0,80.0
2090,Thanisandra,1,760.0,1.0,50.3
2091,Kaggadasapura,2,1180.0,2.0,65.0
2092,Jigani,2,918.0,2.0,45.0
2093,Margondanahalli,2,1200.0,1.0,53.0
2094,Ardendale,3,1728.0,3.0,95.0
2095,BTM 2nd Stage,2,1200.0,2.0,80.0
2096,6th Phase JP Nagar,2,1280.0,2.0,56.0
2097,others,3,1455.0,2.0,56.0
2098,Rachenahalli,1,440.0,1.0,28.0
2099,Kanakpura Road,3,1500.0,3.0,97.0
2100,Whitefield,3,1800.0,3.0,110.0
2101,Mysore Road,3,1525.0,3.0,96.0
2102,Rachenahalli,2,1204.0,2.0,38.5
2103,Old Madras Road,2,1225.0,2.0,53.55
2104,Bannerghatta Road,3,1650.0,3.0,122.0
2105,others,4,4200.0,4.0,255.0
2106,others,2,1200.0,2.0,55.0
2107,9th Phase JP Nagar,2,1005.0,2.0,42.0
2108,Whitefield,3,1562.0,3.0,103.0
2109,Devanahalli,4,5000.0,5.0,395.0
2110,Ramamurthy Nagar,2,1200.0,2.0,42.0
2111,Kasavanhalli,3,1555.0,3.0,82.5
2112,KR Puram,2,1550.0,2.0,71.0
2113,Whitefield,2,1190.0,2.0,67.0
2114,Chikkalasandra,2,1070.0,2.0,50.0
2115,Jalahalli East,2,1020.0,2.0,42.48
2116,Yelahanka,3,1610.0,3.0,115.0
2117,others,1,700.0,1.0,41.0
2118,others,3,1300.0,2.0,49.0
2119,Hebbal,3,1069.0,3.0,65.4
2120,Marathahalli,3,1900.0,3.0,123.0
2121,Old Airport Road,2,1655.0,2.0,97.65
2122,Uttarahalli,2,1155.0,2.0,40.42
2123,Sarjapur  Road,3,1300.0,2.0,70.0
2124,Electronic City,2,1100.0,2.0,45.0
2125,Doddathoguru,2,1030.0,2.0,42.0
2126,Vittasandra,2,2105.0,2.0,70.2
2127,Bhoganhalli,3,1700.0,3.0,126.0
2128,Jakkur,3,1760.0,3.0,139.0
2129,others,2,1400.0,2.0,67.0
2130,others,2,1200.0,2.0,53.0
2131,Bannerghatta Road,2,912.0,2.0,55.0
2132,Whitefield,2,1102.0,2.0,48.0
2133,others,3,1535.0,3.0,55.0
2134,Jigani,2,918.0,2.0,63.2
2135,Begur Road,3,1500.0,2.0,70.0
2136,Kasavanhalli,3,1476.0,3.0,89.0
2137,Mysore Road,2,1200.0,2.0,65.0
2138,Vijayanagar,1,606.0,1.0,34.78
2139,others,2,1100.0,2.0,61.0
2140,Garudachar Palya,3,1295.0,2.0,59.5
2141,Neeladri Nagar,1,527.0,1.0,26.0
2142,OMBR Layout,2,1300.0,2.0,80.0
2143,others,1,1260.0,1.0,41.0
2144,Koramangala,2,1140.0,2.0,75.2
2145,Whitefield,3,2321.0,4.0,128.0
2146,Sarjapur  Road,2,1390.0,2.0,62.0
2147,Sarjapur  Road,3,1725.0,3.0,90.0
2148,Hennur Road,3,1186.0,2.0,63.0
2149,Kanakpura Road,2,1230.0,2.0,85.0
2150,Yeshwanthpur,3,1313.0,3.0,96.0
2151,Ambalipura,2,1250.0,2.0,66.25
2152,Binny Pete,1,660.0,1.0,54.0
2153,Old Madras Road,2,1100.0,2.0,70.0
2154,Electronics City Phase 1,2,1015.0,2.0,56.0
2155,Gottigere,1,812.0,1.0,26.0
2156,others,3,1360.0,2.0,65.0
2157,Nehru Nagar,3,2167.0,3.0,170.0
2158,Raja Rajeshwari Nagar,2,1200.0,2.0,35.0
2159,others,2,1165.0,2.0,75.0
2160,BTM 2nd Stage,2,1274.0,2.0,70.0
2161,Raja Rajeshwari Nagar,2,1151.0,2.0,39.02
2162,Thubarahalli,3,1626.0,2.0,120.0
2163,Banashankari Stage V,2,1035.0,2.0,35.77
2164,others,3,1272.0,4.0,75.0
2165,others,2,965.0,2.0,45.0
2166,Kothannur,2,1070.0,2.0,42.79
2167,Raja Rajeshwari Nagar,3,1570.0,2.0,65.0
2168,others,2,780.0,2.0,25.0
2169,others,3,1000.0,2.0,65.0
2170,5th Phase JP Nagar,3,1700.0,2.0,100.0
2171,Haralur Road,3,1850.0,3.0,110.0
2172,Kereguddadahalli,2,904.0,2.0,30.0
2173,others,2,1121.0,2.0,43.72
2174,7th Phase JP Nagar,3,1385.0,2.0,58.17
2175,Sahakara Nagar,2,1270.0,2.0,69.85
2176,Kanakpura Road,3,1450.0,3.0,56.0
2177,Mahadevpura,1,730.0,1.0,35.0
2178,Raja Rajeshwari Nagar,3,1580.0,3.0,53.56
2179,Thanisandra,2,1111.0,2.0,50.0
2180,Varthur,2,977.0,2.0,36.0
2181,others,2,674.0,1.0,19.9
2182,Sarjapur,4,2540.0,4.0,115.0
2183,Jakkur,2,1290.0,2.0,100.0
2184,Abbigere,2,795.0,2.0,32.54
2185,Kanakpura Road,2,700.0,1.0,35.0
2186,others,3,1306.0,2.0,58.0
2187,others,3,2401.0,3.0,185.0
2188,Bommenahalli,4,1670.0,3.0,135.0
2189,others,3,1200.0,3.0,90.0
2190,Dodda Nekkundi,3,1804.0,3.0,121.0
2191,Hoskote,3,1225.0,3.0,40.0
2192,Thanisandra,2,1185.5,2.0,58.68
2193,Bellandur,2,900.0,2.0,56.0
2194,Binny Pete,2,1350.0,2.0,91.0
2195,Kaggalipura,1,700.0,1.0,36.0
2196,Mysore Road,2,1005.0,2.0,35.175
2197,others,2,1160.0,2.0,46.39
2198,Hennur Road,3,1680.0,3.0,99.27
2199,LB Shastri Nagar,2,1043.0,2.0,55.0
2200,Hebbal,2,1040.0,2.0,46.0
2201,Tindlu,3,1357.0,2.0,65.0
2202,others,2,1225.0,2.0,47.0
2203,Yelachenahalli,2,1130.0,2.0,40.0
2204,Basavangudi,4,2500.0,4.0,150.0
2205,Sultan Palaya,3,1700.0,3.0,120.0
2206,Doddathoguru,3,1549.0,3.0,65.0
2207,Yeshwanthpur,2,1400.0,2.0,100.0
2208,Dodda Nekkundi,2,1080.0,2.0,50.0
2209,Abbigere,2,1005.0,2.0,39.59
2210,Whitefield,2,1320.0,2.0,95.0
2211,Anandapura,4,1475.0,2.0,50.0
2212,Kudlu Gate,3,1707.0,2.0,99.745
2213,others,2,1110.0,2.0,51.0
2214,others,2,1300.0,2.0,54.0
2215,Electronic City,2,1128.0,2.0,65.35
2216,Jakkur,2,1452.19,2.0,100.0
2217,Banashankari,3,2600.0,4.0,135.0
2218,Sanjay nagar,2,630.0,1.0,35.0
2219,Hosa Road,2,1243.0,2.0,48.5
2220,others,2,960.0,2.0,32.0
2221,others,3,1690.0,3.0,100.0
2222,Whitefield,2,735.0,2.0,35.0
2223,Banaswadi,2,1365.0,2.0,73.0
2224,Hebbal,2,1420.0,2.0,99.39
2225,Somasundara Palya,3,1570.0,3.0,68.0
2226,Bisuvanahalli,2,850.0,1.0,32.0
2227,7th Phase JP Nagar,3,1575.0,2.0,110.0
2228,Thigalarapalya,2,1418.0,2.0,104.0
2229,Uttarahalli,2,1050.0,2.0,42.0
2230,Ulsoor,3,1340.0,3.0,90.0
2231,Yelahanka New Town,3,1610.0,3.0,92.0
2232,Kudlu,2,1092.0,2.0,44.0
2233,Yelahanka,3,1455.0,3.0,61.5
2234,others,2,799.0,2.0,38.0
2235,Whitefield,3,1896.0,3.0,75.0
2236,Ardendale,2,1100.0,2.0,48.0
2237,Bellandur,2,1350.0,2.0,79.0
2238,others,3,1355.0,3.0,61.0
2239,others,2,1350.0,2.0,90.0
2240,Kasavanhalli,3,1493.0,3.0,82.0
2241,8th Phase JP Nagar,2,1098.0,2.0,43.91
2242,others,3,1460.0,3.0,88.0
2243,Varthur,2,1091.0,2.0,32.0
2244,Yelahanka,2,1180.0,2.0,42.0
2245,Kanakpura Road,2,1366.0,3.0,76.85
2246,others,3,1685.0,3.0,95.0
2247,Koramangala,2,1260.0,2.0,100.0
2248,Whitefield,3,3010.0,3.0,200.0
2249,Whitefield,2,1346.0,2.0,96.17
2250,Sarjapur  Road,3,1476.0,2.0,98.94
2251,7th Phase JP Nagar,3,1850.0,3.0,140.0
2252,Electronic City,2,755.0,1.0,34.0
2253,others,2,1194.0,2.0,46.0
2254,others,1,800.0,1.0,52.0
2255,Vijayanagar,2,1352.0,2.0,68.0
2256,Thanisandra,3,2002.0,3.0,112.0
2257,others,4,4000.0,5.0,280.0
2258,Kaval Byrasandra,2,1060.0,2.0,45.0
2259,Kanakpura Road,3,1419.59,2.0,59.0
2260,Raja Rajeshwari Nagar,2,1196.0,2.0,51.15
2261,Electronics City Phase 1,3,1595.0,3.0,75.0
2262,Banashankari,2,1260.0,2.0,75.0
2263,Hebbal,2,1100.0,2.0,47.0
2264,ISRO Layout,2,1180.0,2.0,52.0
2265,Electronic City,4,4000.0,5.0,150.0
2266,Akshaya Nagar,3,1662.0,3.0,85.0
2267,Ambedkar Nagar,3,1862.0,3.0,119.0
2268,Raja Rajeshwari Nagar,2,1419.0,2.0,48.0
2269,Whitefield,3,1410.0,3.0,43.71
2270,Raja Rajeshwari Nagar,3,1560.0,2.0,62.4
2271,Thanisandra,3,1634.0,3.0,78.0
2272,Whitefield,3,1150.0,2.0,44.0
2273,others,2,1100.0,2.0,53.0
2274,Yelahanka,3,1616.0,3.0,65.0
2275,Nagavarapalya,2,1392.0,2.0,99.0
2276,Jakkur,3,1798.0,3.0,120.0
2277,Babusapalaya,3,1675.0,3.0,75.0
2278,others,5,2000.0,4.0,103.0
2279,Hebbal,3,1700.0,3.0,124.0
2280,Hulimavu,2,1248.0,2.0,69.0
2281,others,2,1147.0,2.0,54.0
2282,Sultan Palaya,2,1100.0,2.0,40.0
2283,Vijayanagar,3,1527.0,3.0,115.0
2284,Kanakpura Road,1,525.0,1.0,25.0
2285,Kaggadasapura,2,1100.0,2.0,58.0
2286,Seegehalli,2,1118.0,2.0,37.5
2287,Kanakapura,3,1476.0,3.0,75.0
2288,others,3,2100.0,3.0,75.0
2289,others,3,1215.0,2.0,46.5
2290,Ambalipura,2,1332.0,2.0,79.0
2291,Hennur Road,2,1350.0,2.0,49.0
2292,NGR Layout,2,1105.0,2.0,49.73
2293,Kasavanhalli,2,1200.0,2.0,50.0
2294,Ramagondanahalli,2,1251.0,2.0,47.4
2295,Pai Layout,3,1400.0,2.0,67.0
2296,Hegde Nagar,3,1703.0,3.0,113.0
2297,NRI Layout,5,2500.0,5.0,130.0
2298,Varthur,3,1250.0,3.0,71.0
2299,Jigani,2,933.0,2.0,43.0
2300,others,1,461.82,1.0,31.7
2301,Brookefield,2,1262.0,2.0,75.0
2302,Yelahanka,2,915.0,2.0,48.0
2303,Panathur,3,1370.0,2.0,61.5
2304,Malleshpalya,2,1210.0,2.0,55.0
2305,others,3,1500.0,2.0,85.0
2306,others,2,1065.0,2.0,50.0
2307,Ramamurthy Nagar,3,1515.0,3.0,65.0
2308,Sarjapura - Attibele Road,4,1800.0,4.0,110.0
2309,Uttarahalli,3,1300.0,2.0,55.0
2310,Vijayanagar,2,989.0,2.0,60.0
2311,Jakkur,2,1300.0,2.0,85.0
2312,Marathahalli,2,1045.0,2.0,60.0
2313,others,2,1205.0,2.0,42.18
2314,others,2,1260.0,2.0,75.0
2315,Bommanahalli,3,1250.0,2.0,42.5
2316,others,2,1199.0,2.0,50.0
2317,Lakshminarayana Pura,2,1149.0,2.0,75.0
2318,Sarjapur  Road,3,2180.0,3.0,170.0
2319,Hulimavu,3,1818.0,3.0,135.0
2320,others,2,1070.0,2.0,33.0
2321,Nagarbhavi,3,1350.0,2.0,54.6
2322,Chandapura,2,630.0,1.0,27.0
2323,Hoodi,2,1430.0,2.0,113.0
2324,Nagavara,3,2430.0,4.0,180.0
2325,Sarjapur  Road,2,1084.0,2.0,55.0
2326,Hennur Road,3,1186.0,2.0,56.0
2327,Kengeri,2,1255.0,2.0,50.0
2328,Haralur Road,4,3400.0,5.0,240.0
2329,Hosa Road,3,1541.0,3.0,69.84
2330,Iblur Village,4,3596.0,5.0,282.0
2331,Raja Rajeshwari Nagar,2,1295.0,2.0,70.0
2332,7th Phase JP Nagar,3,1370.0,2.0,54.79
2333,Electronic City,2,1100.0,2.0,40.0
2334,JP Nagar,2,1200.0,2.0,62.0
2335,Gunjur,4,2000.0,3.0,95.0
2336,Sarjapur  Road,3,1220.0,3.0,62.0
2337,others,3,1950.0,3.0,130.0
2338,Somasundara Palya,2,1178.0,2.0,73.0
2339,Dasanapura,3,1286.0,3.0,61.44
2340,Begur Road,2,1160.0,2.0,42.0
2341,Jigani,2,918.0,2.0,55.0
2342,Electronic City,3,1563.0,3.0,91.84
2343,others,2,1326.0,2.0,62.17
2344,Begur Road,2,1240.0,2.0,39.06
2345,Kaggadasapura,2,1325.0,2.0,50.0
2346,Sonnenahalli,2,1100.0,2.0,44.0
2347,Gollarapalya Hosahalli,3,1605.0,3.0,50.0
2348,Somasundara Palya,2,1260.0,2.0,60.0
2349,Hoodi,3,1553.0,3.0,83.09
2350,Whitefield,2,1280.0,2.0,52.0
2351,Hebbal,3,1550.0,2.0,75.0
2352,Murugeshpalya,3,1550.0,3.0,74.0
2353,Electronics City Phase 1,3,1515.0,2.0,80.91
2354,Hosa Road,3,1332.0,2.0,86.12
2355,Electronic City,3,1652.0,3.0,70.0
2356,Hegde Nagar,3,1570.0,3.0,105.0
2357,Sector 2 HSR Layout,1,794.0,1.0,60.0
2358,Seegehalli,3,1200.0,2.0,62.0
2359,Sarjapur  Road,3,1750.0,3.0,110.0
2360,Hebbal,2,1053.0,2.0,48.0
2361,Kadubeesanahalli,3,1665.0,3.0,70.0
2362,Bommasandra,3,1447.0,3.0,80.0
2363,Balagere,2,1012.0,2.0,75.0
2364,Malleshpalya,3,1900.0,3.0,60.0
2365,others,2,1308.0,2.0,92.66
2366,Hormavu,1,1351.0,2.0,53.0
2367,Gunjur,2,1140.0,2.0,49.11
2368,Jakkur,4,3181.0,4.0,260.5
2369,Uttarahalli,3,1250.0,2.0,55.0
2370,Kanakapura,3,1290.0,3.0,45.15
2371,Garudachar Palya,3,1320.0,2.0,60.6
2372,Akshaya Nagar,3,1662.0,3.0,85.5
2373,Battarahalli,3,1777.0,3.0,100.0
2374,Kadugodi,3,1900.0,3.0,108.0
2375,Anandapura,3,1576.0,3.0,59.1
2376,Sompura,2,1020.0,2.0,41.0
2377,others,3,2100.0,3.0,170.0
2378,Raja Rajeshwari Nagar,1,648.0,1.0,31.75
2379,Neeladri Nagar,3,1167.0,2.0,38.0
2380,Hoodi,2,1220.0,2.0,50.89
2381,Vittasandra,2,1259.0,2.0,67.4
2382,Gottigere,4,2000.0,4.0,82.0
2383,8th Phase JP Nagar,3,1800.0,3.0,80.0
2384,others,3,1991.0,3.0,160.0
2385,Bannerghatta,3,1665.0,3.0,110.0
2386,others,2,1234.0,2.0,61.0
2387,Mysore Road,3,1340.0,2.0,64.31
2388,Banashankari,2,1170.0,2.0,46.79
2389,Electronics City Phase 1,2,995.0,2.0,46.0
2390,Old Airport Road,2,1075.0,2.0,60.0
2391,Electronic City,2,1025.0,2.0,54.5
2392,Rachenahalli,3,2721.0,3.0,113.0
2393,Thanisandra,3,2000.0,3.0,99.0
2394,Whitefield,4,2500.0,4.0,155.0
2395,Mallasandra,2,1325.0,2.0,70.0
2396,Kadugodi,2,1314.0,2.0,68.2
2397,Kanakpura Road,3,2265.0,3.0,136.0
2398,Yelahanka,2,1026.0,2.0,41.0
2399,others,3,1200.0,3.0,66.0
2400,others,3,2220.0,4.0,65.0
2401,KR Puram,2,1192.5,2.0,51.22
2402,Sarjapur  Road,3,1888.0,4.0,95.0
2403,JP Nagar,2,1300.0,2.0,90.87
2404,Rajaji Nagar,2,1216.0,2.0,97.16
2405,Begur,3,1559.0,3.0,63.0
2406,Harlur,2,1290.0,2.0,87.0
2407,Whitefield,1,905.0,1.0,55.0
2408,others,2,1069.0,2.0,55.0
2409,Sarjapur  Road,3,1300.0,3.0,60.0
2410,Channasandra,2,1115.0,2.0,33.45
2411,Ambedkar Nagar,3,2150.0,4.0,125.0
2412,Marathahalli,3,1305.0,2.0,69.0
2413,Kanakpura Road,2,1252.0,2.0,56.32
2414,Whitefield,2,1200.0,2.0,46.13
2415,others,2,1375.0,2.0,105.0
2416,Subramanyapura,2,1313.0,2.0,66.5
2417,Attibele,4,3640.0,4.0,275.0
2418,others,3,1693.0,3.0,108.0
2419,others,2,1160.0,2.0,41.75
2420,Subramanyapura,3,1255.0,2.0,79.0
2421,others,2,900.0,2.0,45.0
2422,Yelahanka New Town,3,1700.0,3.0,90.0
2423,Uttarahalli,3,1700.0,3.0,88.0
2424,Harlur,3,1749.0,3.0,115.0
2425,Dasanapura,2,1500.0,3.0,65.0
2426,others,2,1175.0,2.0,48.0
2427,Akshaya Nagar,2,1280.0,2.0,60.0
2428,others,2,1200.0,2.0,50.0
2429,Ramagondanahalli,3,1610.0,2.0,115.0
2430,Electronic City,2,1070.0,2.0,46.0
2431,TC Palaya,2,1200.0,2.0,66.0
2432,9th Phase JP Nagar,2,1127.0,2.0,50.0
2433,others,2,600.0,2.0,23.0
2434,others,2,1364.0,2.0,70.0
2435,Whitefield,4,2268.0,3.0,146.0
2436,others,3,1150.0,2.0,77.5
2437,others,2,1146.0,2.0,39.5
2438,Magadi Road,2,1345.0,2.0,55.0
2439,others,2,1110.0,2.0,41.0
2440,Kengeri,2,750.0,2.0,36.0
2441,others,2,1156.0,2.0,49.5
2442,others,2,1247.0,2.0,59.8
2443,others,2,1058.0,2.0,60.0
2444,Kaggalipura,2,950.0,2.0,48.0
2445,Vijayanagar,3,1520.0,2.0,103.0
2446,others,1,900.0,1.0,30.0
2447,Hennur Road,3,2350.0,3.0,174.0
2448,Thanisandra,2,1050.0,2.0,46.0
2449,Laggere,5,2800.0,5.0,125.0
2450,others,3,1500.0,2.0,65.0
2451,others,2,1400.0,2.0,65.0
2452,8th Phase JP Nagar,4,2700.0,4.0,130.0
2453,Bommasandra,2,920.0,2.0,37.46
2454,Sarjapur  Road,3,1200.0,3.0,70.0
2455,Haralur Road,2,1464.0,2.0,56.0
2456,Electronics City Phase 1,3,1555.0,2.0,82.0
2457,Whitefield,2,1150.0,2.0,55.0
2458,Kadubeesanahalli,2,970.0,2.0,35.0
2459,Banashankari,4,2500.0,4.0,95.0
2460,others,2,1166.0,2.0,53.0
2461,Electronic City,3,1350.0,3.0,58.0
2462,others,2,900.0,2.0,46.0
2463,others,3,1190.0,3.0,55.0
2464,Kodichikkanahalli,3,1495.0,2.0,75.0
2465,Banashankari Stage III,3,1350.0,2.0,68.0
2466,Green Glen Layout,2,940.0,2.0,56.8
2467,Raja Rajeshwari Nagar,2,1100.0,2.0,55.0
2468,Kaikondrahalli,2,1300.0,2.0,61.0
2469,Hoodi,2,1105.0,2.0,46.37
2470,Sarjapur  Road,3,2600.0,3.0,200.0
2471,Yelahanka,3,1517.0,3.0,76.3
2472,Jalahalli,3,1615.0,3.0,89.75
2473,others,3,1500.0,3.0,65.0
2474,Mysore Road,3,1082.0,3.0,50.5
2475,Marathahalli,2,1365.0,2.0,73.0
2476,CV Raman Nagar,2,1392.0,2.0,98.0
2477,Kodigehalli,2,1086.0,2.0,33.66
2478,Hennur Road,3,1586.0,3.0,93.94
2479,Hennur,2,1100.0,2.0,60.0
2480,TC Palaya,3,1500.0,2.0,120.0
2481,7th Phase JP Nagar,3,1575.0,2.0,120.0
2482,Hennur Road,3,1975.0,3.0,123.0
2483,others,2,820.0,2.0,24.0
2484,Gubbalala,3,1745.0,3.0,110.0
2485,Nagarbhavi,2,1223.0,2.0,60.0
2486,Ananth Nagar,3,1200.0,2.0,65.0
2487,Basaveshwara Nagar,2,1200.0,2.0,90.0
2488,Binny Pete,1,665.0,1.0,46.08
2489,Bharathi Nagar,2,1351.0,2.0,70.0
2490,Sector 7 HSR Layout,3,3900.0,3.0,300.0
2491,Thanisandra,3,1588.0,3.0,75.55
2492,Amruthahalli,2,900.0,2.0,60.0
2493,Harlur,4,3385.0,4.0,260.0
2494,Panathur,3,1370.0,2.0,75.0
2495,Whitefield,3,1500.0,3.0,71.8
2496,Hoodi,2,1247.0,2.0,53.0
2497,Balagere,2,1020.07,2.0,68.38
2498,others,3,1033.0,2.0,32.0
2499,others,3,1460.0,2.0,73.0
2500,Garudachar Palya,2,1150.0,2.0,52.8
2501,Sarjapur  Road,5,5965.0,5.0,385.0
2502,Babusapalaya,2,1141.0,2.0,46.0
2503,Doddaballapur,4,4200.0,4.0,325.0
2504,Hosa Road,3,1665.0,2.0,125.0
2505,Kanakapura,2,1295.0,2.0,64.0
2506,Haralur Road,2,1230.0,2.0,78.0
2507,others,3,1080.0,2.0,75.0
2508,Kaggalipura,2,1000.0,2.0,60.0
2509,Whitefield,1,630.5,1.0,32.79
2510,Rayasandra,3,1708.0,3.0,75.0
2511,Thanisandra,3,1697.0,3.0,115.0
2512,Whitefield,4,3537.0,5.0,210.0
2513,Hosa Road,1,615.0,1.0,28.29
2514,Banashankari,3,1350.0,2.0,83.0
2515,Kanakpura Road,3,1530.0,2.0,66.4
2516,Jalahalli,2,1083.0,2.0,32.49
2517,Gottigere,3,1460.0,2.0,65.0
2518,Babusapalaya,2,1084.0,2.0,58.0
2519,Bommasandra,2,1035.0,2.0,41.43
2520,others,3,2400.0,2.0,150.0
2521,Hosur Road,1,460.0,1.0,21.0
2522,Whitefield,2,1285.0,2.0,55.9
2523,Sarjapur,3,1200.0,3.0,78.0
2524,others,2,1070.0,2.0,35.0
2525,Hegde Nagar,3,1801.0,3.0,140.0
2526,Whitefield,3,1697.0,3.0,115.0
2527,AECS Layout,2,1199.0,2.0,65.0
2528,Marathahalli,4,3800.0,4.0,205.0
2529,others,2,1125.0,2.0,75.0
2530,Anandapura,2,1200.0,2.0,67.0
2531,Subramanyapura,2,1050.0,2.0,41.0
2532,Nagarbhavi,2,956.0,2.0,49.0
2533,Sarjapur,2,1000.0,2.0,30.0
2534,others,3,1596.0,3.0,95.0
2535,Kanakpura Road,2,1296.0,2.0,89.06
2536,others,3,1639.0,3.0,123.0
2537,Electronic City Phase II,2,1219.0,2.0,61.25
2538,Uttarahalli,3,1200.0,3.0,50.0
2539,Bannerghatta Road,2,1218.0,2.0,73.0
2540,others,2,920.0,2.0,37.0
2541,Yeshwanthpur,3,2559.0,3.0,141.0
2542,others,1,525.0,1.0,26.0
2543,Bannerghatta Road,3,1427.0,2.0,48.51
2544,Kothannur,3,1270.0,3.0,45.0
2545,Ramagondanahalli,2,920.0,2.0,65.0
2546,Ramamurthy Nagar,3,1355.0,2.0,40.0
2547,Lingadheeranahalli,3,1530.0,2.0,90.0
2548,others,3,1372.0,2.0,90.0
2549,Nehru Nagar,4,2363.0,5.0,120.0
2550,Marathahalli,4,3895.0,4.0,220.0
2551,Jakkur,3,1950.0,3.0,131.0
2552,others,2,885.0,2.0,40.0
2553,Yelahanka,2,600.0,2.0,27.0
2554,Kanakpura Road,2,1339.0,2.0,62.0
2555,Whitefield,2,1130.0,2.0,36.0
2556,Uttarahalli,2,1085.0,2.0,43.0
2557,Yeshwanthpur,3,1430.0,3.0,72.0
2558,others,3,1490.0,2.0,59.6
2559,others,4,1650.0,4.0,99.0
2560,Bellandur,2,1286.0,2.0,57.0
2561,others,2,925.0,2.0,63.0
2562,Bellandur,4,3016.0,4.0,230.0
2563,Haralur Road,2,1000.0,2.0,44.0
2564,Whitefield,2,1215.0,2.0,39.0
2565,others,4,1200.0,3.0,95.0
2566,Lakshminarayana Pura,2,1336.0,2.0,100.0
2567,Yeshwanthpur,1,673.0,1.0,36.85
2568,Anandapura,2,1200.0,2.0,58.0
2569,others,2,1200.0,2.0,79.0
2570,Devanahalli,5,2400.0,5.0,100.0
2571,Sector 2 HSR Layout,2,1143.0,2.0,65.0
2572,Kanakpura Road,2,1470.0,2.0,61.74
2573,Marathahalli,3,1785.0,3.0,94.0
2574,Kothanur,3,1460.0,3.0,71.0
2575,Kasturi Nagar,3,1500.0,2.0,80.0
2576,Sanjay nagar,5,3300.0,3.0,250.0
2577,Chikkalasandra,2,1230.0,2.0,48.0
